Калькулятор;URL;Функция расчёта;ezfc_id;element_name;Тип;Название параметра;Варианты значений
Каталог;https://insain.ru/catalog/;НЕ НАЙДЕНО;;;;;Параметры не найдены
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2595;numn;tel;Тираж;value=100
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2596;numw;tel;Ширина, мм;value=50
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2597;numh;tel;Высота, мм;value=50
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2598;dpdmaterial;select;Материал основы;Двухслойный пластик для гравирования ROWMARK LASERMAX, акрил, 2 слоя, 1220 х 600 мм x 1.6 ммслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=0, code=ROWMARKLASERMAX) | Акрил молочный Plexiglas XT 3мм (value=1, code=AcrylWhite3) | Акрил прозрачный Plexiglas XT 2мм (value=2, code=AcrylTrans2) | Акрил прозрачный Plexiglas XT 3мм (value=3, code=AcrylTrans3) | Акрил цветной Plexiglas XT 3мм (value=4, code=AcrylColor3) | Фанера сорт 2/2 3мм (value=5, code=Plywood3) | Фанера сорт 2/2 4мм (value=6, code=Plywood4) | Двухслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=7, code=ZENOMARKLASER)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2599;dpddifficulty;select;Сложность форма бейджа;простая (value=0, code=1) | сложная (value=1, code=1.3)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2600;chkpocket;checkbox;chkpocket;Окошко для имени (value=0, code=Pocket)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2603;chkgrave;checkbox;chkgrave;Гравировка (value=0, code=isGrave)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2604;numgravew;tel;Ширина, мм;value=50
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2605;numgraveh;tel;Высота, мм;value=50
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2607;chkuvprint;checkbox;chkuvprint;УФ-печать (value=0, code=isUVPrint)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2608;dpdcolor;select;Цветность;полноцвет (value=0, code=4+0) | полноцвет + белый (value=1, code=4+1) | белый (value=2, code=1+0)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2609;chkepoxy;checkbox;chkepoxy;Полимерная заливка смолой (value=0, code=isEpoxy)
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2610;dpdattachment;select;Крепление;"без крепления (value=0, code=No) | игла-цанга (value=1, code=BC) | булавка металлическая 20мм (value=2, code=PinMetall20) | булавка металлическая 25мм (value=3, code=PinMetall25) | булавка металлическая 30мм (value=4, code=PinMetall30) | булавка пластиковая 30мм с самокл.основной"" (value=5, code=PinPlastic) | магнитное крепление с клеевым слоем, 45*13мм (value=6, code=Magnet4513) | магнитное крепление с клеевым слоем, круг 17мм (value=7, code=Magnet17) | клеевой слой 3М 0.05мм (value=8, code=AdhesiveLayer50)"
Бейджи с лазерной гравировкой;https://insain.ru/catalog/bejdzhi-s-lazernoj-gravirovkoj/;calcBadge;2611;chkpacking;checkbox;chkpacking;Упаковка (value=0, code=isPacking)
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2565;numn;tel;Тираж;value=100
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2566;dpdmaterial;select;Материал основы;Акрил молочный Plexiglas XT 3мм (value=0, code=AcrylWhite3) | Акрил прозрачный Plexiglas XT 2мм (value=1, code=AcrylTrans2) | Акрил прозрачный Plexiglas XT 3мм (value=2, code=AcrylTrans3) | Акрил цветной Plexiglas XT 3мм (value=3, code=AcrylColor3) | Фанера сорт 2/2 3мм (value=4, code=Plywood3) | Фанера сорт 2/2 4мм (value=5, code=Plywood4) | ПЭТ 0.7мм (value=6, code=PET07) | ПЭТ 1.0мм (value=7, code=PET10) | Двухслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=8, code=ZENOMARKLASER)
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2567;numw;tel;Ширина, мм;value=50
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2568;numh;tel;Высота, мм;value=50
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2569;dpddifficulty;select;Сложность форма бейджа;простая (value=0, code=1) | сложная (value=1, code=1.3)
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2570;dpdmetallblank;select;Форма и размеры;круг 13мм (value=0, code=MetalPins13) | круг 15мм (value=1, code=MetalPins15) | круг 17.3мм (value=2, code=MetalPins17) | круг 21мм (value=3, code=MetalPins21) | круг 25мм (value=4, code=MetalPins25) | круг 30мм (value=5, code=MetalPins30) | круг 35мм (value=6, code=MetalPins35) | квадрат 13x13мм (value=7, code=MetalPins1313) | квадрат 17x17мм (value=8, code=MetalPins1717) | квадрат 21x21мм (value=9, code=MetalPins2121) | квадрат 25x25мм (value=10, code=MetalPins2525) | прямоугольник 17x12мм (value=11, code=MetalPins1712) | прямоугольник 20х17мм (value=12, code=MetalPins2017) | прямоугольник 24.5х20мм (value=13, code=MetalPins2520) | прямоугольник 33x13мм (value=14, code=MetalPins3313) | овал 21x12мм (value=15, code=MetalPins2112) | овал 28х15мм (value=16, code=MetalPins2815) | овал 27х20мм (value=17, code=MetalPins2720) | флаг 27x20мм (value=18, code=MetalPinsFlag2720) | флаг 30x25мм (value=19, code=MetalPinsFlag3025) | флаг двойной 20x15мм (value=20, code=MetalPinsFlagDouble) | герб 22x30мм (value=21, code=MetalPinsFlagEmblem)
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2571;chkpocket;checkbox;chkpocket;Окошко для имени (value=0, code=Pocket)
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2572;chkpacking;checkbox;chkpacking;Упаковка (value=0, code=isPacking)
Бейджи с полимерной заливкой;https://insain.ru/catalog/bejdzhi-s-polimernoj-zalivkoj/;calcBadge;2574;dpdattachment;select;Крепление;"без крепления (value=0, code=No) | игла-цанга (value=1, code=BC) | булавка металлическая 20мм (value=2, code=PinMetall20) | булавка металлическая 25мм (value=3, code=PinMetall25) | булавка металлическая 30мм (value=4, code=PinMetall30) | булавка пластиковая 30мм с самокл.основной"" (value=5, code=PinPlastic) | магнитное крепление с клеевым слоем, 45*13мм (value=6, code=Magnet4513) | магнитное крепление с клеевым слоем, круг 17мм (value=7, code=Magnet17)"
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2595;numn;tel;Тираж;value=100
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2596;numw;tel;Ширина, мм;value=50
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2597;numh;tel;Высота, мм;value=50
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2598;dpdmaterial;select;Материал основы;Двухслойный пластик для гравирования ROWMARK LASERMAX, акрил, 2 слоя, 1220 х 600 мм x 1.6 ммслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=0, code=ROWMARKLASERMAX) | Акрил молочный Plexiglas XT 3мм (value=1, code=AcrylWhite3) | Акрил прозрачный Plexiglas XT 2мм (value=2, code=AcrylTrans2) | Акрил прозрачный Plexiglas XT 3мм (value=3, code=AcrylTrans3) | Акрил цветной Plexiglas XT 3мм (value=4, code=AcrylColor3) | Фанера сорт 2/2 3мм (value=5, code=Plywood3) | Фанера сорт 2/2 4мм (value=6, code=Plywood4) | Двухслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=7, code=ZENOMARKLASER)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2599;dpddifficulty;select;Сложность форма бейджа;простая (value=0, code=1) | сложная (value=1, code=1.3)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2600;chkpocket;checkbox;chkpocket;Окошко для имени (value=0, code=Pocket)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2603;chkgrave;checkbox;chkgrave;Гравировка (value=0, code=isGrave)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2604;numgravew;tel;Ширина, мм;value=50
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2605;numgraveh;tel;Высота, мм;value=50
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2607;chkuvprint;checkbox;chkuvprint;УФ-печать (value=0, code=isUVPrint)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2608;dpdcolor;select;Цветность;полноцвет (value=0, code=4+0) | полноцвет + белый (value=1, code=4+1) | белый (value=2, code=1+0)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2609;chkepoxy;checkbox;chkepoxy;Полимерная заливка смолой (value=0, code=isEpoxy)
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2610;dpdattachment;select;Крепление;"без крепления (value=0, code=No) | игла-цанга (value=1, code=BC) | булавка металлическая 20мм (value=2, code=PinMetall20) | булавка металлическая 25мм (value=3, code=PinMetall25) | булавка металлическая 30мм (value=4, code=PinMetall30) | булавка пластиковая 30мм с самокл.основной"" (value=5, code=PinPlastic) | магнитное крепление с клеевым слоем, 45*13мм (value=6, code=Magnet4513) | магнитное крепление с клеевым слоем, круг 17мм (value=7, code=Magnet17) | клеевой слой 3М 0.05мм (value=8, code=AdhesiveLayer50)"
Бейджи с УФ-печатью;https://insain.ru/catalog/bejdzhi-s-uf-pechatyu/;calcBadge;2611;chkpacking;checkbox;chkpacking;Упаковка (value=0, code=isPacking)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2467;numn;tel;Тираж;value=100
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2468;dpdmaterial;select;Материал основы;Акрил молочный Plexiglas XT 3мм (value=0, code=AcrylWhite3) | Акрил прозрачный Plexiglas XT 2мм (value=1, code=AcrylTrans2) | Акрил прозрачный Plexiglas XT 3мм (value=2, code=AcrylTrans3) | Акрил цветной Plexiglas XT 3мм (value=3, code=AcrylColor3) | Фанера сорт 2/2 3мм (value=4, code=Plywood3) | Фанера сорт 2/2 4мм (value=5, code=Plywood4) | ПЭТ 0.7мм (value=6, code=PET07) | ПЭТ 1.0мм (value=7, code=PET10) | Двухслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=8, code=ZENOMARKLASER)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2469;numw;tel;Ширина, мм;value=50
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2470;numh;tel;Высота, мм;value=50
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2471;dpddifficulty;select;Сложность форма значка;простая (value=0, code=1) | сложная (value=1, code=1.3)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2473;chkpocket;checkbox;chkpocket;Окошко для имени (value=0, code=Pocket)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2474;chkpacking;checkbox;chkpacking;Упаковка (value=0, code=isPacking)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2476;dpdattachment;select;Крепление;"без крепления (value=0, code=No) | игла-цанга (value=1, code=BC) | булавка металлическая 20мм (value=2, code=PinMetall20) | булавка металлическая 25мм (value=3, code=PinMetall25) | булавка металлическая 30мм (value=4, code=PinMetall30) | булавка пластиковая 30мм с самокл.основной"" (value=5, code=PinPlastic) | магнитное крепление с клеевым слоем, 45*13мм (value=6, code=Magnet4513) | магнитное крепление с клеевым слоем, круг 17мм (value=7, code=Magnet17)"
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2495;chkepoxy;checkbox;chkepoxy;Полимерная заливка смолой (value=0, code=isEpoxy)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2496;chkgrave;checkbox;chkgrave;Гравировка (value=0, code=isGrave)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2497;chkuvprint;checkbox;chkuvprint;УФ-печать (value=0, code=isUVPrint)
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2498;numgravew;tel;Ширина, мм;value=50
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2499;numgraveh;tel;Высота, мм;value=50
Значки деревянные;https://insain.ru/catalog/znachki-derevyannye/;calcBadge;2500;dpdcolor;select;Цветность;полноцвет (value=0, code=4+0) | полноцвет + белый (value=1, code=4+1) | белый (value=2, code=1+0)
Значки металлические с эмалями;https://insain.ru/catalog/znachki-metallicheskie-s-emalyami/;calcMetalPins;1222;numn;tel;Тираж;value=100
Значки металлические с эмалями;https://insain.ru/catalog/znachki-metallicheskie-s-emalyami/;calcMetalPins;1223;numw1;tel;Ширина, мм;value=20
Значки металлические с эмалями;https://insain.ru/catalog/znachki-metallicheskie-s-emalyami/;calcMetalPins;1225;dpdform;select;Вид значка;простой (value=0, code=1) | двухсторонний (value=1, code=2) | двухсоставной (value=2, code=3)
Значки металлические с эмалями;https://insain.ru/catalog/znachki-metallicheskie-s-emalyami/;calcMetalPins;1227;dpdpacking;select;Упаковка;Полиэтиленовый пакетик (value=0, code=PolyBag) | Акриловая коробочка 30х30х15мм (value=1, code=AcrylicBox30) | Акриловая коробочка 40х40х15мм (value=2, code=AcrylicBox40) | Акриловая коробочка 50х50х15мм (value=3, code=AcrylicBox50)
Значки металлические с эмалями;https://insain.ru/catalog/znachki-metallicheskie-s-emalyami/;calcMetalPins;1229;dpdplating1;select;Покрытие;серебро (value=0, code=silver) | античное серебро (value=1, code=anticsilver) | никель (value=2, code=nickel) | античный никель (value=3, code=anticnickel) | черный никель (value=4, code=blacknickel) | черненый никель (value=5, code=dyednickel) | золото (value=6, code=gold) | античное золото (value=7, code=anticgold) | медь (value=8, code=cooper) | античная медь (value=9, code=anticcooper) | серебро и золото (value=10, code=silvergold) | бронза (value=11, code=bronze) | античная бронза (value=12, code=anticbronze)
